Date,Open,High,Low,Close,Adj Close,Volume
2020-05-22,4.460000,4.490000,4.130000,4.180000,4.180000,2379900
2020-05-26,4.340000,4.610000,4.330000,4.420000,4.420000,3545700
2020-05-27,4.570000,4.710000,4.360000,4.690000,4.690000,3146600
2020-05-28,4.750000,4.760000,4.300000,4.330000,4.330000,2183900
2020-05-29,4.330000,4.420000,4.050000,4.060000,4.060000,3973500
2020-06-01,4.120000,4.360000,4.020000,4.130000,4.130000,2611600
2020-06-02,4.270000,4.310000,4.060000,4.180000,4.180000,2369400
2020-06-03,4.240000,4.520000,4.200000,4.440000,4.440000,3037400
2020-06-04,4.440000,4.720000,4.370000,4.470000,4.470000,3514300
2020-06-05,4.290000,4.410000,4.090000,4.140000,4.140000,6274400
2020-06-08,4.280000,5.140000,4.270000,5.010000,5.010000,10133700
2020-06-09,5.000000,5.000000,4.550000,4.960000,4.960000,8073400
2020-06-10,4.780000,5.530000,4.680000,5.070000,5.070000,10606400
2020-06-11,4.640000,4.900000,4.180000,4.370000,4.370000,6236000
2020-06-12,4.600000,4.780000,4.390000,4.720000,4.720000,4378200
2020-06-15,4.500000,4.770000,4.420000,4.690000,4.690000,3909000
2020-06-16,4.950000,4.950000,4.510000,4.640000,4.640000,3121300
2020-06-17,4.540000,4.830000,4.530000,4.760000,4.760000,3593500
2020-06-18,4.670000,4.950000,4.650000,4.950000,4.950000,3423800
2020-06-19,4.950000,5.080000,4.690000,4.880000,4.880000,7366600
2020-06-22,4.790000,4.950000,4.720000,4.870000,4.870000,3178900
2020-06-23,4.950000,4.990000,4.800000,4.830000,4.830000,3205400
2020-06-24,4.830000,4.840000,4.380000,4.410000,4.410000,2976200
2020-06-25,4.330000,4.540000,4.300000,4.460000,4.460000,2450800
2020-06-26,4.480000,4.500000,4.270000,4.350000,4.350000,3801200
2020-06-29,4.350000,4.520000,4.300000,4.380000,4.380000,2131200
2020-06-30,4.330000,4.510000,4.200000,4.340000,4.340000,3889000
2020-07-01,4.310000,4.500000,4.310000,4.440000,4.440000,2303700
2020-07-02,4.490000,4.510000,4.290000,4.290000,4.290000,1887600
2020-07-06,4.310000,4.340000,4.190000,4.240000,4.240000,2140900
2020-07-07,4.200000,4.250000,4.060000,4.090000,4.090000,2456600
2020-07-08,4.100000,4.290000,4.030000,4.260000,4.260000,2052800
2020-07-09,4.270000,4.320000,4.130000,4.210000,4.210000,1992600
2020-07-10,4.200000,4.380000,4.180000,4.340000,4.340000,1410800
2020-07-13,4.350000,4.550000,4.260000,4.260000,4.260000,4216200
2020-07-14,4.220000,4.310000,4.070000,4.080000,4.080000,2261600
2020-07-15,4.130000,4.290000,4.130000,4.190000,4.190000,1474100
2020-07-16,4.190000,4.200000,4.090000,4.170000,4.170000,1330100
2020-07-17,4.160000,4.230000,3.940000,3.960000,3.960000,3065900
2020-07-20,3.950000,4.060000,3.770000,3.850000,3.850000,3401100
2020-07-21,3.900000,4.090000,3.880000,4.010000,4.010000,3341000
2020-07-22,4.020000,4.120000,3.920000,4.110000,4.110000,2523500
2020-07-23,4.090000,4.310000,4.060000,4.110000,4.110000,3237200
2020-07-24,4.060000,4.230000,4.010000,4.030000,4.030000,2215900
2020-07-27,4.020000,4.120000,3.950000,4.010000,4.010000,2472700
2020-07-28,3.960000,4.050000,3.920000,3.940000,3.940000,4555400
2020-07-29,3.940000,4.180000,3.920000,4.060000,4.060000,2879600
2020-07-30,4.000000,4.230000,3.970000,4.100000,4.100000,2398500
2020-07-31,4.060000,4.160000,3.990000,4.010000,4.010000,1879400
2020-08-03,4.030000,4.250000,4.000000,4.150000,4.150000,2517600
2020-08-04,4.130000,4.740000,4.130000,4.430000,4.430000,10361400
2020-08-05,4.500000,4.760000,4.250000,4.630000,4.630000,4925700
2020-08-06,4.600000,4.660000,4.380000,4.430000,4.430000,1901200
2020-08-07,4.390000,4.400000,4.060000,4.160000,4.160000,3341100
2020-08-10,4.200000,4.570000,4.180000,4.330000,4.330000,4561800
2020-08-11,4.430000,4.570000,4.340000,4.350000,4.350000,3138800
2020-08-12,4.400000,4.630000,4.360000,4.520000,4.520000,3057600
2020-08-13,4.520000,4.710000,4.500000,4.640000,4.640000,2128300
2020-08-14,4.600000,4.830000,4.550000,4.750000,4.750000,3474400
2020-08-17,4.780000,4.780000,4.560000,4.630000,4.630000,2371000
2020-08-18,4.610000,4.870000,4.430000,4.810000,4.810000,3834400
2020-08-19,4.800000,4.840000,4.640000,4.720000,4.720000,2612600
2020-08-20,4.620000,4.680000,4.510000,4.610000,4.610000,2441200
2020-08-21,4.600000,5.600000,4.600000,5.030000,5.030000,10642600
2020-08-24,5.100000,5.130000,4.560000,4.870000,4.870000,4585400
2020-08-25,4.880000,5.250000,4.880000,4.980000,4.980000,2998700
2020-08-26,4.970000,5.220000,4.920000,5.110000,5.110000,2779700
2020-08-27,5.110000,5.380000,5.020000,5.250000,5.250000,3384400
2020-08-28,5.300000,5.570000,5.220000,5.390000,5.390000,4236900
2020-08-31,5.770000,7.150000,5.690000,6.680000,6.680000,37976000
2020-09-01,7.300000,7.820000,6.770000,7.650000,7.650000,23211000
2020-09-02,7.800000,8.050000,7.110000,7.710000,7.710000,13011100
2020-09-03,7.880000,8.450000,7.240000,7.820000,7.820000,14344500
2020-09-04,7.780000,7.920000,7.170000,7.650000,7.650000,7662000
2020-09-08,7.550000,8.280000,7.480000,7.700000,7.700000,9816600
2020-09-09,7.960000,7.990000,7.310000,7.350000,7.350000,9068100
2020-09-10,6.650000,6.950000,6.190000,6.230000,6.230000,15558300
2020-09-11,6.260000,6.330000,5.870000,6.090000,6.090000,6061200
2020-09-14,6.800000,7.000000,6.430000,6.910000,6.910000,10119000
2020-09-15,6.860000,7.260000,6.690000,7.090000,7.090000,5743500
2020-09-16,7.030000,9.040000,7.030000,8.680000,8.680000,19256300
2020-09-17,8.570000,9.770000,8.410000,9.200000,9.200000,17026700
2020-09-18,9.200000,9.770000,8.910000,9.470000,9.470000,17407500
2020-09-21,9.350000,9.600000,8.380000,8.750000,8.750000,7639800
2020-09-22,10.450000,11.170000,9.900000,10.560000,10.560000,34752500
2020-09-23,10.600000,10.860000,9.920000,10.040000,10.040000,10651200
2020-09-24,9.710000,9.810000,9.010000,9.140000,9.140000,7938800
2020-09-25,9.190000,10.180000,9.100000,10.020000,10.020000,7515200
2020-09-28,10.160000,10.260000,9.550000,10.090000,10.090000,6764300
2020-09-29,10.000000,10.650000,9.930000,10.350000,10.350000,5237600
2020-09-30,10.250000,10.760000,10.060000,10.200000,10.200000,6079000
2020-10-01,10.090000,10.250000,9.690000,9.770000,9.770000,4554100
2020-10-02,9.380000,9.780000,9.300000,9.390000,9.390000,4340500
2020-10-05,9.440000,9.590000,9.250000,9.460000,9.460000,2805000
2020-10-06,9.560000,9.840000,9.100000,9.130000,9.130000,4535400
2020-10-07,9.230000,9.560000,9.170000,9.360000,9.360000,3308600
2020-10-08,9.540000,13.640000,9.190000,13.490000,13.490000,76453600
2020-10-09,12.830000,14.800000,11.900000,12.020000,12.020000,77152800
2020-10-12,11.660000,12.770000,11.400000,11.800000,11.800000,23655700
2020-10-13,11.730000,12.420000,11.650000,11.880000,11.880000,10179700
2020-10-14,12.670000,12.680000,12.050000,12.250000,12.250000,10776800
2020-10-15,11.990000,15.100000,11.990000,13.830000,13.830000,39894800
2020-10-16,13.770000,13.900000,13.080000,13.310000,13.310000,11651600
2020-10-19,13.440000,14.500000,13.380000,13.910000,13.910000,13169100
2020-10-20,14.030000,14.140000,13.670000,13.860000,13.860000,6604000
2020-10-21,13.900000,14.420000,13.800000,14.100000,14.100000,5361900
2020-10-22,14.200000,15.870000,14.190000,14.910000,14.910000,16212200
2020-10-23,15.050000,15.380000,14.550000,15.000000,15.000000,6507300
2020-10-26,14.930000,15.450000,13.260000,13.450000,13.450000,13376300
2020-10-27,13.710000,13.710000,12.360000,12.690000,12.690000,7231000
2020-10-28,12.270000,13.050000,11.780000,11.820000,11.820000,6388600
2020-10-29,11.880000,12.250000,11.680000,11.730000,11.730000,4165800
2020-10-30,11.640000,11.640000,10.360000,10.470000,10.470000,11546900
2020-11-02,10.820000,11.090000,10.500000,10.750000,10.750000,5227000
2020-11-03,10.750000,11.860000,10.630000,11.570000,11.570000,7454500
2020-11-04,11.760000,11.770000,10.610000,10.910000,10.910000,5807900
2020-11-05,11.270000,11.840000,11.060000,11.450000,11.450000,4705200
2020-11-06,11.520000,12.170000,11.320000,11.860000,11.860000,5518200
2020-11-09,12.760000,12.930000,11.250000,11.490000,11.490000,6244900
2020-11-10,11.500000,11.660000,10.830000,11.100000,11.100000,3826000
2020-11-11,11.500000,11.950000,11.210000,11.750000,11.750000,4882600
2020-11-12,11.740000,11.870000,10.970000,11.130000,11.130000,4353300
2020-11-13,11.360000,11.550000,11.000000,11.010000,11.010000,3535900
2020-11-16,11.160000,12.660000,10.720000,12.060000,12.060000,9774800
2020-11-17,11.650000,11.920000,11.230000,11.630000,11.630000,6678200
2020-11-18,11.800000,12.040000,11.560000,11.570000,11.570000,3169200
2020-11-19,11.600000,12.790000,11.450000,12.460000,12.460000,11787600
2020-11-20,12.550000,13.460000,12.540000,12.710000,12.710000,8395400
2020-11-23,12.900000,14.120000,12.670000,13.900000,13.900000,9599100
2020-11-24,14.230000,14.260000,13.300000,13.670000,13.670000,7183200
2020-11-25,13.600000,15.250000,13.420000,14.750000,14.750000,8860100
2020-11-27,15.290000,16.740000,14.880000,16.080000,16.080000,12504200
2020-11-30,18.170000,19.420000,16.559999,16.559999,16.559999,31983500
2020-12-01,17.110001,17.400000,15.760000,15.800000,15.800000,12666000
2020-12-02,15.700000,16.680000,15.380000,16.580000,16.580000,7883400
2020-12-03,16.480000,16.639999,15.870000,16.120001,16.120001,6295000
2020-12-04,16.299999,17.290001,16.260000,16.900000,16.900000,8972700
2020-12-07,17.000000,17.500000,16.219999,16.350000,16.350000,7386300
2020-12-08,16.370001,17.209999,15.930000,16.940001,16.940001,16120200
2020-12-09,13.920000,14.730000,13.230000,13.660000,13.660000,24357900
2020-12-10,13.120000,14.410000,13.050000,14.120000,14.120000,7558900
2020-12-11,13.910000,14.000000,13.020000,13.310000,13.310000,7496900
2020-12-14,13.340000,13.430000,12.140000,12.720000,12.720000,10007100
2020-12-15,12.780000,14.020000,12.480000,13.850000,13.850000,8192900
2020-12-16,13.960000,14.310000,13.580000,13.850000,13.850000,5865100
2020-12-17,13.960000,14.980000,13.590000,14.830000,14.830000,8194900
2020-12-18,15.780000,16.299999,15.180000,15.630000,15.630000,16618800
2020-12-21,15.810000,16.350000,15.280000,15.530000,15.530000,9876100
2020-12-22,16.219999,20.040001,16.150000,19.459999,19.459999,30652700
2020-12-23,20.170000,22.350000,19.129999,20.570000,20.570000,25830300
2020-12-24,21.010000,21.480000,19.950001,20.150000,20.150000,6262200
2020-12-28,21.309999,21.969999,20.350000,20.990000,20.990000,8965900
2020-12-29,20.820000,21.070000,18.559999,19.379999,19.379999,9241400
2020-12-30,19.379999,20.000000,18.850000,19.260000,19.260000,5934400
2020-12-31,19.250000,19.799999,18.799999,18.840000,18.840000,6918900
2021-01-04,19.000000,19.100000,17.150000,17.250000,17.250000,10022500
2021-01-05,17.350000,18.080000,17.230000,17.370001,17.370001,4961500
2021-01-06,17.340000,18.980000,17.330000,18.360001,18.360001,6056200
2021-01-07,18.469999,19.450001,18.020000,18.080000,18.080000,6129300
2021-01-08,18.180000,18.299999,17.080000,17.690001,17.690001,6464500
2021-01-11,19.410000,20.650000,19.010000,19.940001,19.940001,14927600
2021-01-12,19.959999,20.400000,19.320000,19.950001,19.950001,7060700
2021-01-13,20.420000,38.650002,20.030001,31.400000,31.400000,144501700
2021-01-14,38.090000,43.060001,33.049999,39.910000,39.910000,93717400
2021-01-15,38.490002,40.750000,34.009998,35.500000,35.500000,46752200
2021-01-19,41.549999,45.520000,36.639999,39.360001,39.360001,74721900
2021-01-20,37.369999,41.189999,36.060001,39.119999,39.119999,33471800
2021-01-21,39.230000,44.750000,37.000000,43.029999,43.029999,57079800
2021-01-22,42.590000,76.760002,42.320000,65.010002,65.010002,196784300
2021-01-25,96.730003,159.179993,61.130001,76.790001,76.790001,177874000
2021-01-26,88.559998,150.000000,80.199997,147.979996,147.979996,178588000
2021-01-27,354.829987,380.000000,249.000000,347.510010,347.510010,93396700
2021-01-28,265.000000,483.000000,112.250000,193.600006,193.600006,58815800
2021-01-29,379.709991,413.980011,250.000000,325.000000,325.000000,50259200
2021-02-01,316.559998,322.000000,212.000000,225.000000,225.000000,37382200
2021-02-02,140.759995,158.000000,74.220001,90.000000,90.000000,78183100
2021-02-03,112.010002,113.400002,85.250000,92.410004,92.410004,42698500
2021-02-04,91.190002,91.500000,53.330002,53.500000,53.500000,62427300
2021-02-05,54.040001,95.000000,51.090000,63.770000,63.770000,80886300
2021-02-08,72.410004,72.660004,58.020000,60.000000,60.000000,25687300
2021-02-09,56.610001,57.000000,46.520000,50.310001,50.310001,26843100
2021-02-10,50.770000,62.830002,46.549999,51.200001,51.200001,35831598
