year,month,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
2003,5,0.959,1.13,1.24,7.062,15.742,16.507,19.589,20.074,28.824,20.437,10.769,10.413,5.138,0.671,1.385,0.501,0.707
2003,6,0.635,0.673,0.673,4.061,7.674,13.816,13.336,11.524,32.966,25.296,16.501,23.97,11.978,3.231,2.148,0.703,1.182
2003,7,0.184,0.172,0.15,1.448,3.569,7.876,5.024,7.085,24.147,26.014,11.968,17.373,8.013,2.917,2.133,0.916,1.036
2003,8,0.838,0.301,0.05,0.563,0.809,1.277,0.895,1.155,3.365,6.079,2.083,2.797,2.997,0.811,0.758,0.889,0.838
2003,9,0.507,0.124,0.015,0.201,0.631,0.549,0.73,1.405,3.004,3.757,4.33,5.108,3.133,2.557,1.34,0.294,0.292
2003,10,0.317,0.055,0.024,0.388,2.057,3.506,5.188,3.457,7.212,6.169,1.141,1.79,-0.147,-0.155,-0.363,-0.116,-0.019
2003,11,0.535,0.116,0.097,0.502,1.218,0.016,1.615,1.042,0.291,-0.121,-1.021,0.458,0.166,-0.325,-0.252,0.118,-0.096
2003,12,0.204,0.238,0.305,0.376,-0.061,1.613,-0.172,-0.385,-2.752,-4.037,-7.939,-4.183,-0.708,-1.358,-1.452,-1.326,-2.05
2004,1,0.927,0.828,0.952,2.277,4.06,4.644,2.201,0.708,2.505,-1.674,-7.755,-2.98,-0.11,-4.319,-2.698,-4.384,-2.06
2004,2,1.374,1.157,1.807,2.46,1.926,0.696,-2.799,-1.532,0.99,-0.399,-6.872,-3.52,-1.205,-3.725,-2.219,-0.372,-4.451
2004,3,1.896,1.471,1.441,4.466,10.429,10.418,13.725,12.43,19.905,15.903,10.728,13.168,6.104,-0.441,2.348,0.028,0.74
2004,4,1.482,0.793,0.729,4.61,9.438,10.317,13.291,4.311,12.705,7.273,4.819,8.577,4.692,1.106,0.962,0.681,0.547
2004,5,1.233,0.643,0.37,6.493,11.658,15.484,14.469,11.263,15.662,11,4.556,4.583,1.649,0.536,0.413,0.09,0.069
2004,6,0.312,0.369,0.249,4.414,13.516,17.766,14.843,12.301,19.932,20.084,8.692,7.337,3.262,0.916,0.524,0.14,0.011
2004,7,0.708,0.241,0.062,1.053,2.929,4.133,3.902,3.368,6.035,9.181,7.15,5.178,2.941,1.553,0.803,0.272,0.095
2004,8,0.461,0.139,0.044,0.478,1.857,2.76,3.336,2.749,3.154,2.343,2.162,1.76,0.844,0.639,0.548,0.396,0.1
2004,9,0.589,0.121,0.008,0.038,0.373,0.948,2.303,4.979,8.163,7.334,6.757,3.506,1.831,0.442,0.232,0.07,0.003
2004,10,0.237,0.058,0.005,0.081,0.599,0.735,1.566,1.888,2.511,2.759,2.909,1.817,0.998,0.386,-0.038,0.04,-0.001
2004,11,0.055,0.208,0.058,0.227,1.313,1.507,2.784,5.76,9.429,10.579,14.707,7.559,5.794,1.742,2.064,0.618,0.878
2004,12,0.529,0.142,0.079,0.044,-0.723,-1.681,-1.139,-1.68,2.098,5.305,9.334,0.666,3.975,-0.811,-1.408,-0.012,-3.124
2005,1,0.786,0.391,0.219,0.075,0.154,0.886,0.373,-3.114,-3.713,-3.062,-6.187,-3.921,-1.9,-3.039,-3.96,-2.894,-6.68
2005,2,1.003,0.004,0.14,0.032,-0.03,-0.825,-1.673,-1.378,-0.148,2.322,0.075,1.852,3.608,0.725,1.764,0.315,1.028
2005,3,1.519,0.878,0.461,1.234,2.536,2.557,3.086,2.861,3.883,2.649,-1.51,0.575,0.125,1.113,-1.503,0.411,-2.055
2005,4,1.543,1.597,2.305,10.304,17.533,14.016,12.437,6.545,14.673,9.235,2.872,5.615,1.07,-0.912,0.623,-0.146,-0.678
2005,5,1.126,0.952,0.353,3.879,5.416,5.818,4.971,4.49,6.595,5.161,0.71,1.958,-0.316,-0.631,-0.182,0.065,-0.056
2005,6,0.833,0.437,0.357,5.681,8.612,9.006,19.198,14.745,22.635,15.785,8.498,6.624,2.325,0.162,0.108,0.001,0.003
2005,7,0.317,0.226,0.152,1.842,4.389,5.907,5.646,6.995,17.63,17.684,12.723,9.783,5.44,2.15,1.121,0.741,0.509
2005,8,0.243,0.085,0.014,0.291,1.023,2.1,4.247,4.448,14.45,17.534,17.254,8.525,5.784,3.158,1.52,1.34,1.104
2005,9,0.481,0.193,0.013,0.832,2.06,2.991,3.991,6.781,13.905,14.192,19.271,7.42,6.649,3.235,1.985,0.578,0.187
2005,10,0.506,0.177,0.043,1.262,2.972,4.347,4.541,3.325,5.216,1.693,1.995,-0.137,0.447,-0.395,-0.356,0.213,0.054
2005,11,0.466,0.28,0.217,1.278,2.497,2.589,3.731,3.257,4.768,3.877,4.94,2.56,0.808,0.199,0.055,0.021,-0.154
2005,12,1.19,0.552,0.659,0.754,-0.067,0.313,-2.541,0.85,0.62,-2.726,-8.474,-11.084,-7.516,-3.392,-4.977,-1.791,-8.046
2006,1,1.441,0.647,1.138,3.415,4.451,3.481,1.656,0.305,0.436,-1.357,-4.652,-1.874,-4.105,-1.18,-1.918,-0.67,-6.043
2006,2,1.392,0.254,0.86,2.717,3.843,6.094,4.544,4.99,7.256,5.062,1.887,4.097,2.625,-0.612,0.474,-1.6,1.249
2006,3,2.696,2.293,3.719,4.951,6.756,8.114,4.743,5.287,3.812,-3.856,-6.744,0.259,-4.297,-4.231,-6.512,-1.262,-10.46
2006,4,1.441,0.481,0.582,2.479,4.207,3.838,4.337,9.04,16.844,17.695,9.701,14.395,6.668,0.438,2.45,1.457,0.853
2006,5,0.368,0.553,0.559,5.222,11.187,12.468,14.215,14.28,26.808,27.575,18.469,19.418,15.799,2.031,5.747,2.508,3.908
2006,6,0.55,0.246,0.124,2.605,7.602,8.129,9.297,10.19,20.094,20.072,16.942,16.62,8.338,2.915,1.689,0.311,0.257
2006,7,0.253,0.067,0.022,1.502,4.932,5.651,10.266,8.11,17.093,17.653,10.361,13.315,8.052,2.663,1.528,0.521,0.57
2006,8,0.464,0.107,0.005,0.192,0.522,1.149,2.419,5.8,17.761,22.31,19.851,15.541,14.005,4.071,3.156,1.665,1.598
2006,9,0.678,0.138,0.017,0.321,1.007,1.942,3.838,7.382,15.677,13.892,13.566,8.814,6.806,1.973,0.732,0.401,0.25
2006,10,0.328,0.103,0.014,0.027,0.07,0.179,0.501,0.95,2.139,2.333,3.364,0.494,0.998,1.839,1.135,0.652,0.675
2006,11,0.309,0.103,0.027,0.098,0.993,1.054,1.038,-0.666,0.677,-0.154,-5.647,-3.642,-4.228,-4.083,-2.379,-1.712,-2.711
2006,12,0.344,0.119,0.35,0.807,1.607,2.254,2.567,0.889,2.333,3.015,-4.274,-2.68,-2.841,-3.392,-3.938,-1.215,-7.601
2007,1,0.868,0.711,1.087,1.477,5.16,3.629,8.153,10.952,13.363,15.355,5.763,6.761,7.845,-1.003,1.017,-1.46,-4.803
2007,2,2.24,2.146,1.623,2.989,4.212,9.149,5.647,5.496,14.716,6.728,-1,-5.118,-3.452,-2.786,-2.552,-3.497,-9.937
2007,3,0.888,1.875,2.325,4.795,7.304,18.223,12.33,14.578,26.715,22.986,10.571,12.229,9.448,0.312,0.736,-2.951,-11.121
2007,4,2.011,2.655,3.275,12.497,19.502,22.833,23.681,8.319,25.383,10.471,5.447,3.674,5.214,-2.862,0.717,-1.228,-2.264
2007,5,2.225,1.529,1.435,7.948,11.136,16.997,15.501,18.45,34.307,29.023,24.371,23.924,15.684,3.869,7.923,3.219,4.299
2007,6,1.107,0.854,0.457,5.396,11.338,13.629,17.384,17.082,33.5,22.611,11.321,11.476,5.356,1.267,0.472,0.666,0.648
2007,7,0.521,0.234,0.042,1.12,4.338,4.314,4.095,3.568,12.17,15.993,7.509,9.597,2.41,0.293,0.372,0.041,0.192
2007,8,0.446,0.127,0.013,0.431,1.645,1.963,3.063,1.818,6.951,5.429,4.529,5.246,2.261,0.21,0.327,0.119,0.207
2007,9,0.471,0.264,0.025,0.635,1.431,1.763,1.905,3.738,8.099,9.6,9.144,10.863,5.929,1.01,0.884,0.121,0.038
2007,10,0.824,0.276,0.068,1.256,2.857,2.229,4.133,2.864,4.365,6.305,5.951,5.492,2.989,-0.109,0.262,-0.106,0.013
2007,11,0.513,0.203,0.101,0.392,0.94,3.29,5.27,4.708,9.757,9.899,6.617,5.412,2.95,-0.299,0.562,0.098,-0.55
2007,12,1.455,1.787,1.995,2.792,5.862,1.773,6.3,3.147,6.841,5.29,-0.459,-3.348,-8.81,-8.077,-10.553,-6.743,-11.284
2008,1,0.778,0.851,0.95,-0.05,1.7,-4.58,-6.24,-4.725,0.173,-0.717,-0.729,-2.799,-6.318,-6.47,-5.914,-4.004,-12.934
2008,2,2.412,2.805,2.579,3.766,8.231,11.911,9.267,7.768,15.419,19.584,3.257,4.43,2.376,-5.923,-1.289,2.069,-5.764
2008,3,4.413,3.911,3.871,14.127,23.068,29.658,29.621,14.024,26.171,20.937,5.071,8.546,2.214,-3.172,0.956,3.107,-2.693
2008,4,3.63,3.131,3.223,15.406,29.387,26.687,26.55,13.895,22.793,20.96,9.087,13.328,12.835,-0.449,5.266,1.793,2.626
2008,5,2.42,1.232,1.344,7.59,15.838,22.655,25.757,27.598,40.162,31.84,21.747,25.144,18.511,4.552,10.097,3.901,5.254
2008,6,1.511,0.505,0.428,4.55,13.495,22.76,17.097,22.705,39.454,36.433,21.516,30.522,14.731,5.418,4.376,1.877,3.432
2008,7,0.55,0.182,0.066,0.699,3.564,9.536,5.253,6.544,13.561,13.211,13.607,15.962,14.064,7.738,5.031,2.241,4.367
2008,8,0.403,0.096,0.01,0.119,1.23,2.605,4.026,7.392,15.841,14.167,8.835,6.901,2.752,0.723,0.815,0.135,0.114
2008,9,0.577,0.134,0.012,0.089,0.355,0.371,0.403,0.956,4.644,10.513,14.672,14.96,6.93,2.266,2.087,0.708,0.215
2008,10,0.293,0.141,0.023,0.306,1.036,1.68,2.83,4.574,8.455,8.018,4.456,3.11,0.441,-0.552,-0.438,-0.256,-0.394
2008,11,0.391,0.055,0.052,0.353,1.835,1.559,2.474,0.696,1.164,-0.962,-3.405,-2.858,-3.143,-2.217,-1.025,-0.901,-2.778
2008,12,0.332,0.527,0.269,0.586,2.338,1.83,4.941,1.746,6.34,6.221,3.835,1.911,-0.173,-0.735,-0.92,-0.642,-3.751
2009,1,0.335,0.87,-0.171,-0.15,2.375,2.391,4.812,1.871,5.413,4.769,6.421,4.96,3.361,-2.774,0.529,-0.544,-4.249
2009,2,0.508,0.946,1.209,0.94,0.954,-0.577,-0.651,-1.513,-1.243,-2.469,-7.816,-6.771,-2.006,-2.501,0.501,3.291,-4.328
2009,3,2.096,1.148,1.365,4.53,11.754,12.81,20.156,19.815,26.478,22.132,12.428,8.935,2.479,-2.829,1.458,0.318,-1.181
2009,4,2.869,2.014,1.965,10.755,21.234,23.692,23.403,20.036,27.489,24.908,16.77,23.264,15.406,2.835,5.814,1.627,4.006
2009,5,1.528,1.429,0.755,4.861,9.645,11.23,13.58,17.238,26.164,30.847,11.786,16.019,12.541,1.088,4.815,1.944,0.973
2009,6,1.183,0.605,0.379,1.259,2.317,4.731,5.278,7.954,15.854,16.252,11.335,11.323,5.192,2.898,2.868,0.879,0.514
2009,7,0.518,0.178,0.025,0.411,2.62,4.645,4.909,5.978,13.123,10.678,16.187,14.985,12.565,7.908,4.598,1.39,1.245
2009,8,0.673,0.164,0.02,0.389,1.023,1.628,2.826,3.298,5.684,5.887,6.177,6.607,2.91,1.868,1.492,0.426,0.401
2009,9,0.587,0.126,0.018,0.112,0.84,1.539,1.929,2.805,3.422,3.716,2.58,1.814,1.185,0.011,-0.021,-0.023,-0.003
2009,10,0.46,0.15,0.017,0.299,1.18,2.891,4.359,7.12,9.848,9.259,5.778,4.518,2.425,-0.642,0.008,0.028,-0.035
