year,month,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
2018,5,1.127,0.738,0.761,1.121,1.148,1.263,0.867,1.136,1.72,1.53,1.068,1.26,0.754,0.41,0.45,0.289,0.336
2018,6,0.761,0.533,0.422,1.031,1.213,1.541,1.139,1.416,2.354,2.038,1.287,1.285,0.742,0.413,0.292,0.19,0.111
2018,7,0.403,0.306,0.236,0.597,0.782,0.849,0.691,0.559,1.269,1.558,1.396,1.495,1.173,0.695,0.623,0.572,0.431
2018,8,0.584,0.514,0.389,0.748,0.805,0.778,0.603,0.566,1.399,1.407,0.919,0.891,0.655,0.416,0.386,0.345,0.311
2018,9,0.642,0.536,0.393,0.797,1.083,1.085,0.926,0.809,1.373,1.484,0.954,1.034,0.333,0.321,0.253,0.297,0.145
2018,10,0.246,0.242,0.134,0.329,0.73,0.744,0.606,0.637,0.695,0.559,0.6,0.497,0.323,0.094,0.032,0.021,-0.028
2018,11,0.281,0.217,0.18,0.174,0.316,0.187,0.216,0.178,0.499,0.411,0.259,0.299,0.109,-0.12,-0.2,-0.124,-0.228
2018,12,0.513,0.386,0.428,0.598,0.74,0.609,0.584,0.429,0.318,0.353,-0.127,-0.263,-0.442,-0.515,-0.681,-0.402,-0.428
2019,1,0.249,0.188,0.133,0.052,0.047,-0.061,-0.325,-0.253,-0.532,-0.348,-0.807,-0.541,-0.544,-0.461,-0.414,-0.336,-0.339
2019,2,0.421,0.373,0.423,0.438,0.613,0.515,0.137,0.341,0.559,0.46,0.147,0.142,0.216,0.01,0.103,0.033,0.183
2019,3,0.706,0.481,0.422,0.503,0.587,0.469,0.292,0.266,0.306,0.247,-0.017,0.102,0.012,-0.053,-0.009,0.028,-0.076
2019,4,0.689,0.509,0.45,0.747,0.972,1.002,0.864,0.979,1.313,1.572,1.075,1.055,0.659,0.172,0.096,0.083,0.106
2019,5,0.859,0.6,0.661,0.912,0.795,0.845,0.472,0.629,0.854,0.725,0.655,1.021,0.682,0.435,0.393,0.368,0.368
2019,6,0.591,0.422,0.247,0.589,0.721,0.817,0.791,0.887,1.727,1.868,1.708,1.477,1.001,0.595,0.601,0.427,0.417
2019,7,0.714,0.579,0.443,0.934,1.047,1.27,1.034,1.06,1.781,1.803,1.153,1.117,0.713,0.451,0.271,0.22,0.158
2019,8,0.775,0.659,0.546,0.866,0.864,0.855,0.688,0.344,0.942,1.108,0.975,0.766,0.628,0.416,0.345,0.295,0.181
2019,9,0.616,0.404,0.366,0.722,0.914,0.988,0.715,0.714,1.371,1.175,0.748,0.727,0.424,0.224,0.065,0.187,0.092
2019,10,0.459,0.332,0.218,0.401,0.656,0.734,0.629,0.39,1.121,0.817,0.731,0.829,0.789,0.283,0.178,0.12,0.022
2019,11,0.221,0.158,0.163,0.244,0.451,0.519,0.513,0.435,0.677,0.651,0.442,0.356,0.453,0.418,0.311,0.267,0.103
2019,12,0.329,0.225,0.177,0.091,0.133,0.014,-0.276,-0.223,-0.224,-0.413,-0.756,-0.633,-0.493,-0.405,-0.422,-0.243,-0.325
2020,1,0.328,0.287,0.249,0.554,0.875,0.785,0.441,0.237,0.34,0.102,-0.316,-0.118,-0.773,-0.595,-1.055,-0.312,-0.489
2020,2,0.246,0.249,0.188,0.309,0.69,0.82,0.861,1.113,1.562,1.523,1.353,1.154,0.85,0.149,0.08,0.015,0.149
2020,3,0.449,0.261,0.3,0.254,0.279,0.199,0.188,0.274,0.658,0.655,0.422,0.441,0.277,0.16,0.112,0.065,0.083
2020,4,0.577,0.357,0.341,0.78,1.112,1.174,0.885,0.64,0.851,0.726,0.58,0.648,0.513,0.261,0.255,0.24,0.158
2020,5,0.929,0.655,0.545,0.913,0.846,0.997,0.698,0.567,1.028,0.859,0.377,0.455,0.214,0.059,0.021,0.104,0.094
2020,6,0.765,0.508,0.397,0.784,0.851,1.04,0.95,0.792,1.707,1.742,1.216,1.056,0.791,0.366,0.325,0.262,0.241
2020,7,0.893,0.696,0.459,0.909,0.793,0.85,0.773,0.574,1.087,1.877,1.364,1.679,1.217,0.438,0.618,0.443,0.418
2020,8,0.665,0.554,0.419,0.692,0.726,0.844,0.604,0.551,1.545,1.615,1.534,1.673,0.955,0.45,0.42,0.39,0.335
2020,9,0.484,0.354,0.218,0.454,0.678,0.817,0.557,0.23,0.582,0.222,-0.036,0.226,0.093,0.03,-0.048,0.099,-0.054
2020,10,0.492,0.265,0.152,0.249,0.332,0.379,0.439,0.386,1.176,1.443,1.318,1.295,0.898,0.388,0.196,0.196,0.081
2020,11,0.446,0.378,0.334,0.577,0.999,0.883,0.648,0.463,0.676,0.503,0.118,-0.015,-0.101,-0.239,-0.34,-0.091,-0.045
2020,12,0.234,0.219,0.163,0.331,0.613,0.53,0.384,0.332,0.462,0.253,0.042,0.039,-0.104,-0.232,-0.444,-0.105,-0.266
2021,1,0.336,0.242,0.281,0.412,0.595,0.607,0.533,0.261,0.354,0.233,-0.312,-0.343,-0.15,-0.284,-0.567,-0.231,-0.308
2021,2,0.752,0.566,0.492,0.755,0.908,0.978,0.838,0.993,1.157,1.116,0.607,0.446,0.187,0.056,-0.076,0.12,0.149
2021,3,0.63,0.468,0.556,0.681,0.839,0.666,0.599,0.444,1.018,0.851,0.508,0.514,0.121,-0.038,-0.158,-0.019,-0.069
2021,4,0.804,0.582,0.54,0.991,1.054,1.149,0.679,0.707,1.584,1.24,1.005,1.062,0.793,0.53,0.381,0.271,0.187
2021,5,0.812,0.542,0.609,1.181,1.462,1.718,1.422,1.34,2.324,1.88,1.287,1.34,0.778,0.492,0.375,0.347,0.269
2021,6,0.661,0.562,0.448,0.826,0.774,0.898,0.55,0.38,1.152,0.93,0.738,0.842,0.675,0.143,0.228,0.236,0.172
2021,7,0.559,0.47,0.357,0.754,0.738,0.856,0.594,0.765,1.858,2.171,1.496,2.021,1.568,0.766,0.74,0.619,0.568
2021,8,0.446,0.415,0.296,0.573,0.534,0.676,0.613,0.589,1.379,1.599,1.525,1.675,1.088,0.502,0.444,0.458,0.428
2021,9,0.613,0.42,0.233,0.464,0.605,0.719,0.771,0.596,0.837,0.915,0.987,1.157,0.708,0.267,0.188,0.132,0.059
2021,10,0.719,0.46,0.348,0.492,0.54,0.508,0.354,0.29,0.416,0.464,0.039,0.15,-0.152,-0.245,-0.46,-0.227,-0.23
2021,11,0.418,0.298,0.166,0.253,0.474,0.507,0.331,0.124,0.201,0.161,0.087,-0.025,-0.098,-0.426,-0.331,-0.385,-0.273
2021,12,0.273,0.182,0.137,0.23,0.211,0.192,0.179,0.127,-0.1,-0.157,-0.244,-0.171,-0.085,-0.183,-0.179,0.044,0.147
2022,1,0.132,0.163,0.071,0.14,0.25,0.298,0.291,-0.055,-0.011,0.031,0.043,-0.087,-0.182,-0.42,-0.287,-0.137,-0.106
2022,2,0.347,0.253,0.282,0.339,0.543,0.721,0.655,0.595,0.916,1.131,0.841,0.877,0.798,0.157,0.162,0.05,0.138
2022,3,0.561,0.404,0.454,0.726,0.973,0.91,0.82,0.72,0.817,0.632,0.347,0.431,0.339,-0.042,-0.082,-0.072,-0.143
2022,4,1.05,0.722,0.71,1.246,1.413,1.46,1.084,1.096,1.411,0.857,0.479,0.316,0.084,-0.161,-0.098,-0.093,-0.099
2022,5,0.954,0.64,0.618,1.182,1.424,1.423,1.469,1.275,1.847,1.078,0.682,0.584,0.358,0.146,-0.001,0.087,0.005
2022,6,0.578,0.392,0.316,0.794,1.01,1.038,0.892,0.568,1.278,1.09,0.693,0.888,0.358,0.217,0.1,0.082,0.111
2022,7,0.779,0.613,0.469,0.93,0.832,0.812,0.617,0.418,1.056,1.119,0.888,1.125,0.8,0.563,0.509,0.495,0.294
2022,8,0.515,0.439,0.343,0.71,0.821,0.747,0.651,0.458,1.172,1.04,0.684,0.879,0.453,0.28,0.212,0.47,0.258
2022,9,0.57,0.458,0.332,0.574,0.641,0.669,0.515,0.429,0.735,0.77,0.452,0.666,0.384,0.263,0.181,0.315,0.118
2022,10,0.4,0.296,0.196,0.521,0.795,0.77,0.66,0.658,0.764,0.809,0.465,0.618,0.36,0.146,0.214,0.289,0.142
2022,11,0.448,0.33,0.291,0.368,0.491,0.427,0.364,0.243,0.334,0.276,0.233,0.168,-0.028,-0.065,-0.126,0.016,-0.055
2022,12,0.314,0.216,0.157,0.14,0.217,0.134,0.057,-0.087,-0.174,-0.401,-0.657,-0.769,-0.73,-0.424,-0.594,-0.212,-0.319
2023,1,0.156,0.121,0.129,0.08,0.06,0.1,-0.119,-0.022,-0.164,-0.355,-0.7,-0.747,-0.604,-0.699,-0.486,-0.431,-0.235
2023,2,0.311,0.254,0.32,0.273,0.6,0.524,0.513,0.607,0.783,0.929,0.468,0.446,0.299,0.046,0.066,0.06,0.225
2023,3,0.866,0.526,0.451,0.506,0.569,0.522,0.25,0.342,0.247,0.155,-0.053,-0.088,-0.105,-0.127,-0.066,-0.072,0.138
2023,4,1.06,0.789,0.746,1.249,1.6,1.354,0.927,0.872,0.829,0.53,0.219,0.139,0.014,-0.243,-0.226,-0.313,0.008
2023,5,0.768,0.553,0.44,0.783,0.749,0.831,0.413,0.663,1.075,1.146,0.921,1.017,0.719,0.451,0.398,0.352,0.392
2023,6,1.03,0.728,0.522,0.905,0.751,0.83,0.654,0.614,1.41,1.369,1.325,1.233,1.016,0.665,0.553,0.543,0.446
2023,7,0.609,0.528,0.353,0.83,0.914,1.235,1.015,0.861,1.571,1.174,1.123,1.339,0.706,0.618,0.355,0.475,0.331
2023,8,0.641,0.561,0.401,0.704,0.776,0.754,0.704,0.617,1.095,0.999,0.877,0.87,0.778,0.458,0.421,0.513,0.34
2023,9,0.872,0.605,0.43,0.76,0.8,0.665,0.574,0.463,0.888,0.721,0.59,0.522,0.078,0.112,-0.126,0.117,-0.074
2023,10,0.686,0.594,0.498,0.71,0.682,0.652,0.48,0.334,0.611,0.554,0.378,0.454,0.221,0.129,-0.006,0.069,-0.045
2023,11,0.16,0.198,0.139,0.112,0.075,0.13,0.104,-0.119,-0.026,0.041,0.11,0.088,-0.07,0.013,-0.094,-0.024,-0.087
2023,12,0.17,0.172,0.087,0.216,0.323,0.311,0.077,-0.126,-0.344,-0.406,-0.65,-0.72,-0.936,-0.697,-0.482,-0.455,-0.118
2024,1,0.38,0.357,0.357,0.356,0.465,0.395,0.057,0.103,-0.221,-0.297,-0.88,-0.533,-0.964,-0.509,-0.44,-0.492,0.063
2024,2,0.372,0.206,0.174,0.163,0.076,0.066,-0.126,0.127,-0.022,-0.062,-0.358,-0.504,-0.544,-0.61,-0.131,-0.348,0.018
2024,3,0.723,0.463,0.508,0.535,0.549,0.456,0.228,0.171,0.259,0.175,-0.074,-0.032,-0.175,-0.239,-0.314,-0.129,-0.015
2024,4,0.804,0.556,0.513,0.84,1.088,1.085,0.768,0.794,0.993,0.936,0.814,0.919,0.664,0.391,0.27,0.252,0.231
2024,5,1.012,0.679,0.511,1.048,1.12,1.286,1.124,1.035,1.895,1.65,1.499,1.506,1.018,0.41,0.428,0.272,0.305
2024,6,0.699,0.501,0.366,0.91,1.066,1.226,1.13,1.103,1.843,2,1.156,1.397,0.95,0.39,0.314,0.223,0.207
2024,7,0.677,0.589,0.423,0.788,0.681,0.735,0.571,0.663,1.117,1.412,1.273,1.294,0.845,0.665,0.529,0.417,0.387
2024,8,0.626,0.535,0.392,0.804,0.877,0.861,0.884,0.651,0.868,0.592,0.525,0.808,0.474,0.291,0.226,0.218,0.137
2024,9,0.716,0.533,0.425,0.798,0.819,0.77,0.695,0.717,1.021,1.017,1.028,1.003,0.751,0.388,0.276,0.254,0.294
2024,10,0.525,0.439,0.301,0.485,0.634,0.704,0.557,0.546,0.689,0.604,0.483,0.345,0.099,-0.02,-0.026,-0.057,-0.038
2024,11,0.554,0.449,0.39,0.439,0.53,0.416,0.192,0.143,0.248,0.023,-0.519,-0.535,-0.607,-0.494,-0.728,-0.244,-0.238
2024,12,0.469,0.258,0.19,0.238,0.294,0.223,0.049,0.067,-0.121,-0.25,-0.606,-0.547,-1.238,-0.551,-1.132,-0.347,-0.032
2025,1,0.228,0.211,0.14,-0.024,0.299,0.452,0.164,0.237,0.351,0.505,0.31,0.685,0.236,0.399,0,-0.013,0.348
2025,2,0.369,0.212,0.17,0.358,0.62,0.535,0.019,0.191,0.295,0.071,-0.393,-0.411,-0.371,-0.376,-0.519,-0.102,-0.194
2025,3,0.75,0.483,0.487,0.477,0.509,0.457,0.161,0.142,0.146,-0.12,-0.377,-0.235,-0.557,-0.231,-0.526,-0.062,-0.263
